,cluster no,tweet id,tweet
220,220,0,President Trump on Pittsburgh active shooter: “Law enforcement on the scene. People in Squirrel Hill area should re… https://t.co/ja0wLVKIde
221,221,2,@NBCNews 11th and 12th suspicious packages intercepted Friday morning; 1 addressed to Sen. Booker and 1 addressed f… https://t.co/uWXIWkNjAY
222,222,1,"A second package addressed to former VP Biden has been found, law enforcement officials tell @NBCNews. https://t.co/PnyCZqldo2"
223,223,3,"RT @dodaistewart: “I have so much trouble believing that of all of the top students in NYC who are able to change the world, and are able t…"
224,224,1,"Governor of Puebla, one of Mexico's most populous states, killed in aircraft crash only days after being sworn in https://t.co/3PauZCvSsr"
225,225,6,RT @CNNBusiness: The Dow fell 460 points Friday as a leading indicator of a US recession and concern about a global slowdown spooked invest…
226,226,1468,"#PakistanDay: Resolve of the #SoldiersOfPakistan....#PakistanZindabad 
#23rdMarch
#ResolutionDay
#پاکستان_زندہ_باد… https://t.co/MDvPizBTAl"
227,227,2,"@alroker @TODAYshow NWS Tallahassee: ""We've issued our first ever Extreme Wind Warning. This means wind gusts in ex… https://t.co/CPlLGKTuzJ"
228,228,1,"Authorities deliver a briefing on a shooting in Thousand Oaks, California. (Courtesy: KCBS) https://t.co/5VGZz3rDIL"
229,229,2,South Carolina voter told to remove 'Trump' shirt in order to vote: report https://t.co/xWY2EdSpDF
230,230,1,"US coalition: 3 American service members killed, 3 wounded, and 1 American contractor wounded, in IED blast near Gh… https://t.co/8ZOPTI2808"
231,231,1,RT @tmagazine: Why Baltimore persists as a cultural beacon https://t.co/2BjWiQfoxV https://t.co/SZRu5TxDh1
232,232,0,Knottfield: Joseph Marshall to stand trial in January 2020 https://t.co/af8kxkwzKQ
233,233,0,"Florida State overwhelms Morant, Murray State in rout https://t.co/5Y7UDDv4za https://t.co/AdUH3eMURW"
234,234,0,Gov. Tony Evers called the temporary injunction “a victory for the people of Wisconsin” https://t.co/rb1lrXV2Cj
235,235,13,BREAKING NEWS: Attorney General Jeff Sessions resigns; Chief of Staff Matthew G. Whitaker becomes acting AG https://t.co/SfA26v0ock
236,236,2,Man shamed for proposing at New York City Marathon as girlfriend runs by: 'He couldn't propose to her at the finish… https://t.co/DZJeuuCxPg
237,237,4,Tester and Rosendale race too close to call @foxandfriends https://t.co/iSPHQowenr https://t.co/i2bMlOHAH2
238,238,1,"Georgia posts private information of 300,000 absentee voters (via @keiperjourno) https://t.co/5H4ETZthYC"
239,239,0,Staff Sgt. Kyle Snodgrass meets his son Griffin for the first time at MacDill Air Force Base in Florida on Tuesday.… https://t.co/xsJf7Hg05h
240,240,0,A suspicious package addressed to Rep. Maxine Waters was intercepted at a Capitol Heights processing facility that… https://t.co/OmfoOkbIpq
241,241,1,"Abrams, Walker among key candidates in midterm races refusing to concede https://t.co/LlWFtz6ek4"
242,242,0,MP Chris Williamson suspended from the Labour Party following remarks about the party's handling of anti-Semitism https://t.co/3xPiTCvub2
243,243,2,The Fox News Decision Desk projects that Democratic California Lieutenant Governor Gavin Newsom will defeat Republi… https://t.co/MXlr06uJdy
244,244,1,The Fox News Decision Desk projects that California Senator Dianne Feinstein will defeat Democratic state Senator K… https://t.co/nx3YI228IN
245,245,1,The Fox News Decision Desk projects Democratic Kansas state Senator Laura Kelly will beat GOP Secretary of State Kr… https://t.co/Gs6EmxX1Gv
246,246,2,The Fox News Decision Desk can now project that former Republican presidential nominee Mitt Romney will defeat Demo… https://t.co/CIbm48vrpz
247,247,2,"""I will not let you down, I promise that.""

Republican @braun4indiana speaks after winning the Indiana Senate race.… https://t.co/I9JkozA4ES"
248,248,0,"RT @BBCSport: An incredible achievement.

James Harden has made NBA history.

Read: https://t.co/GlfRMGT2MO https://t.co/xcxUch6evO"
249,249,0,"RT @FoxNewsResearch: Senate Democrats in States #Trump Won in 2016:

•Won Re-election:
→ Baldwin: WI
→ Brown: OH
→ Casey: PA
→ Manchin: WV…"
250,250,4,Several top Democratic donors tell VP Joe Biden that they will not help him raise funds at the start of the 2020 pr… https://t.co/P49IJBOqoT
251,251,2,The Fox News Decision Desk can now project that Democratic New York Governor Andrew Cuomo will win a third term by… https://t.co/e8zBwGEvSb
252,252,2,The Fox News Decision Desk projects that incumbent Democratic Ohio Senator Sherrod Brown will win a third term by d… https://t.co/YckNzC1aVC
253,253,6,71-year-old Minnesota man set a Guinness World Record for his age with a 38-minute plank https://t.co/eEMfyTVoIh
254,254,0,The Fox News Decision Desk can project that Democratic Wisconsin Senator Tammy Baldwin will win a second term by de… https://t.co/Rvk2hKt6Yb
255,255,0,A teachers union said teachers at an Indiana elementary school were shot with pellets and left with welts and bruis… https://t.co/kMHHdzUS5W
256,256,0,Republican Gov. McMaster projected to win in South Carolina; too early to call in hard-fought Georgia race https://t.co/rpqlprSjN5
257,257,3,"Demi Lovato breaks her social media silence, encourages fans to vote: 'I am so grateful to be home' #ElectionDay https://t.co/2VNF69ugvx"
258,258,1,The Fox News Decision Desk projects that Republican businessman Kevin Stitt will succeed term-limited Republican Ok… https://t.co/W3oHKbZGBE
259,259,0,"Pritchard, Oregon overcome UC Irvine to reach Sweet 16 https://t.co/g8PTZNMZ3O https://t.co/q6mvrQhBTp"
260,260,0,Surveillance video shows Michigan woman reportedly reversing car into store https://t.co/tJr2cUsZ8a
261,261,1,"Mayor Pete Buttigieg: President Trump ""should never have been able to come within cheating distance of the Oval Off… https://t.co/rO4dLyZXOi"
262,262,0,Where in the world are people happiest? Hint: Not the US. https://t.co/JCG4J1XjM0
263,263,2,"For a growing group of Democrats, ""Mayor Pete"" Buttigieg is fast becoming the diamond in a presidential primary rou… https://t.co/kN7Y53X8rq"
264,264,0,Can the president fix his poll numbers with women? https://t.co/d4ucsujhAy
265,265,0,".@HardballChris: ""Just when you thought it could not get worse, the president lets loose a viscous new tirade again… https://t.co/279eeuID3v"
266,266,0,"Blast at college in Crimean port city of Kerch has killed 10 people and injured dozens Wednesday, Russian news agen… https://t.co/DCRkKkKPL6"
267,267,0,"Watch @MSNBC on your AppleTV. 

Download the @MSNBC app on your device and watch more of your favorite shows. https://t.co/0vQSwLfHek"
268,268,0,Cal fires coach Jones; Kidd reportedly on radar https://t.co/12ahvMWMwj https://t.co/fKjlq0kGj1
269,269,1,RT @ktbenner: the white house was not given the #mueller report. the white house was only given a read out of the letter to be sent to the…
270,270,2,"RT @11thHour: As the #MuellerReport news was breaking, one FOX News host said most Americans care more about Netflix and their NCAA bracket…"
271,271,2,"""The American people will see every word, every comma, every period of this report. The president is out numbered n… https://t.co/4aOJFcIsdz"
272,272,1,Beto O'Rourke speaks about his arrests in the 1990s while responding to a question about the cash bail system at a… https://t.co/YcN2xpcMKh
273,273,2,BREAKING: President Trump to nominate Fed critic Stephen Moore to the Fed. https://t.co/xG1Sl1uFsA
274,274,2,"Kellyanne Conway: ""I'm not being asked to choose between my marriage and my job."" https://t.co/krA0xiUVnX"
275,275,0,Rev. Sharpton sits down with Sen. Booker to ask about his unique challenge: promoting cross-racial unity while prom… https://t.co/Wzf4IXbY3I
276,276,21,A lawyer for Ivanka Trump and Jared Kushner told a House committee late last year that in addition to a private ema… https://t.co/JhRj8weTBz
277,277,0,"""When that information comes out over what Trump overruled, it will be eyebrow raising,"" former Deputy Assistant AG… https://t.co/8Kk7iXNUiy"
278,278,0,".@HardballChris: ""Just when you thought it could not get worse, the president lets loose a viscous new tirade again… https://t.co/eUQc0HHekc"
279,279,1,Kentucky tops Wofford on Magee's miserable day https://t.co/FlRJOyi4MX https://t.co/YSDHGIAVAF
280,280,0,Where in the world are people happiest? Hint: Not the US. https://t.co/po735Kdfdf
281,281,0,Buttigieg: Why do we continue to accept the unacceptable when there is a better way? https://t.co/c8hGM8s80p
282,282,3,".@GovMikeHuckabee on SNL mocking @DanCrenshawTX: ""Pete Davidson might have done him a favor, may have sealed his el… https://t.co/ZeE3KU7Eus"
283,283,2,"This Friday, March 29, was the deadline etched into law as well as the minds of many Brits — the date they were fin… https://t.co/hOoYfi6LeH"
284,284,1,"Fmr. VP Biden reportedly told supporters that he plans on running for president, but has concerns that he won't ""be… https://t.co/LsRHK1Siop"
285,285,1,"A stranded dog was airlifted to safety from the mountains in Cairngorms, Scotland, after having been missing for 48… https://t.co/BERtvJKEsZ"
286,286,0,The six deaths drew attention on social media and speculation among activists that something sinister was at play. https://t.co/cAbb9H4K2W
287,287,1,"White House Press Sec. Sanders defended AG Barr in an interview on @TODAYShow, saying he did not make a ""snap judgm… https://t.co/NECBbdrRDr"
288,288,0,Certain medications used to treat ADHD in teens and young adults may be more likely to cause symptoms such as paran… https://t.co/CjMbIqKhxD
289,289,0,"Today is Day 1 of the NCAA men’s basketball tournament. Follow here for scores and live analysis of who wins, who l… https://t.co/aeZjTFtNy6"
290,290,3,Singer-songwriter Scott Walker has died at the age of 76 - he was known for hits including The Sun Ain't Gonna Shin… https://t.co/TfMzPv2I5N
291,291,0,Opinion | Linda Kay Klein: Evangelical sex abuse isn’t new. It’s been fueled by purity culture for decades.… https://t.co/4wYtEX62rJ
292,292,0,"In honor of #WomensHistoryMonth, @MSNBC highlights Muriel Siebert, the first woman to own a seat on the New York St… https://t.co/hK6Aad8lGX"
293,293,2,Google announces its plan to try to upend the $140B video game industry. https://t.co/o94ZZNFjtW - @CNBC
294,294,2,"A Texas snake remover who was responding to a call about a ""few"" snakes under a home found a startling 45 rattlesna… https://t.co/8J2Y6yzAsr"
295,295,0,'Game of Thrones' star Emilia Clarke reveals near-fatal brain aneurysms https://t.co/jaXvMbnsS4
296,296,0,Why scientists say experiencing awe can help you live your best life. https://t.co/BKjOkzuJPA - @NBCNewsBETTER
297,297,6,A second Marjory Stoneman Douglas High School student has died in what police are calling an apparent suicide https://t.co/98fu3N505k
298,298,0,A 30-million page library is heading to the moon to help preserve human civilization. https://t.co/nw7LdGXLS0 - @NBCNewsMACH
299,299,3,Papa John's has found its next spokesman: Shaquille O'Neal. But the company hopes the NBA Hall-of-Famer can help be… https://t.co/EsqnFtwxCZ
300,300,0,A Texas man caught on video violently punching a woman in a Dallas parking lot as she called 911 on him was arreste… https://t.co/hxOVxOBRoH
301,301,0,"""The president himself has called, without qualification, for the report to be made public. There is no reason on G… https://t.co/x2QnJzIKNi"
302,302,0,Teachers at an elementary school in Indiana say the pellet guns sheriffs used during the drill led to welts and bru… https://t.co/jzZSsbToJF
303,303,0,"The special counsel’s investigation was exhaustive. But it may be a while before we see the report. 

The latest up… https://t.co/nS9qPFxJZS"
304,304,0,"Opinion | F. Diane Barth: ""We all think we'd do the right thing if someone was being sexually abused. But when the… https://t.co/IF985199GG"
305,305,0,NEW: San Juan Mayor Carmen Yulín Cruz announces she’s running for governor of Puerto Rico in 2020. https://t.co/bKmpz9rHfZ
306,306,0,Opinion | Alex Berenson: Is smoking marijuana safe? Here’s why we can’t let Big Weed bury the risks the way Big Tob… https://t.co/dkiblhRDDw
307,307,0,"Gawker named a new editor in chief, the journalist Dan Peres, in a bid to revive the site after it was brought down… https://t.co/UsAf1D1a3O"
308,308,0,"Tyson Foods has recalled 69,093 pounds of frozen chicken strips after 2 people reported that they found pieces of m… https://t.co/Jd7UeUDJrd"
309,309,2,"WATCH: In 2017, Brandice Daniel founded Harlem’s Fashion Row to bring diversity to the fashion industry and has hel… https://t.co/hrYGaQ8iCg"
310,310,2,Mississippi Gov. Phil Bryant signed one of the strictest abortion laws in the nation — a measure that bans most abo… https://t.co/77VdGi06q8
311,311,2,"“She has developed slower than the others, but she is developing and she is growing and she is clever,” Jason Kneen… https://t.co/r7Oni0pCQl"
312,312,1,Constitutional court in Democratic Republic of Congo has upheld the victory of opposition presidential candidate Fe… https://t.co/uT3iso7MVu
313,313,4,"The therapy goes against NHS guidelines and has no scientific credibility
https://t.co/GSv6Y3423V"
314,314,3,"""We can watch out for one another and show that hate doesn't have to win""

New Zealanders show their support for th… https://t.co/B64IS9h5zz"
315,315,1,Thousands of teachers in Morocco have staged a protest amid growing anger over low wages and temporary contracts https://t.co/55X1PvpI3F
