EventID	Description	Category
20176	"Nadine Dorries is suspended from the party."	"Politics and elections"
20176	"MP Nadine Dorries is suspended from the British Conservative Party"	"Politics and elections"
20176	"British Conservative Party MP Nadine Dorries is suspended from the party "	"Politics and elections"
20177	"Bulgarian Orthodox Church dies at age 98"	"Religion"
20177	"Patriarch Maxim of the Bulgarian"	"Religion"
20177	"Patriarch Maxim"	"Religion"
20177	"Maxim Bulgarian Orthodox Church dies"	"Religion"
20177	"death of patriarch maxim"	"Religion"
20177	"Patriarch Maxim's death"	"Religion"
20178	"Green Moon, trained by Robert Hickmott and ridden by Brett Prebble"	"Sports"
20178	"Green Moon wins 2012 Emirates Melbourne Cup "	"Sports"
20178	"2012 Emirates Melbourne Cup."	"Sports"
20178	"2012 Emirates Melbourne Cup."	"Sports"
20178	"2012 Emirates Melbourne Cup."	"Sports"
20178	"Robert Hickmott and ridden"	"Sports"
20178	"Green moon wins emirates melbourne cup"	"Sports"
20178	"Green Moon wins Melbourne Cup"	"Sports"
20178	"2012 Emirates Melbourne Cup at Flemington "	"Sports"
20178	"melbourne cup"	"Sports"
20178	"Green Moon, trained by Robert Hickmott and ridden by Brett Prebble, wins the 2012 Emirates Melbourne Cup "	"Sports"
20178	"green moon emirates melbourne cup"	"Sports"
20178	"2012 Emirates Melbourne Cup "	"Sports"
20178	" Melbourne Cup "	"Sports"
20178	"2012 Emirates Melbourne Cup"	"Sports"
20178	"2012 Emirates Melbourne Cup "	"Sports"
20178	"Green Moon, trained by Robert Hickmott and ridden by Brett Prebble"	"Sports"
20178	"Melbourne Cup 2012 winner"	"Sports"
20178	"Green Moon."	"Sports"
20178	"Green Moon wins Melbourne Cup"	"Sports"
20178	"Melbourne Cup"	"Sports"
20178	"Green Moon wins the 2012 Emirates Melbourne Cup "	"Sports"
20178	"Green moon train robert hickmott wins 2012 emirates melbourne cup"	"Sports"
20179	"Ambush in Hashaba, Sudan."	"Armed conflicts and attacks"
20179	"One UNAMID peacekeeper is killed"	"Armed conflicts and attacks"
20179	"UNAMID peacekeeper killed sudan"	"Armed conflicts and attacks"
20179	"peacekeeper is killed in Hashaba, Sudan."	"Armed conflicts and attacks"
20179	"UNSMID peacekeeper is killed"	"Armed conflicts and attacks"
20179	"One UNAMID peacekeeper is killed."	"Armed conflicts and attacks"
20179	"ambush in Hashaba"	"Armed conflicts and attacks"
20179	"un peacekeeper killed"	"Armed conflicts and attacks"
20179	"Unamid peacekeeper killed "	"Armed conflicts and attacks"
20179	" ambush in Hashaba, Sudan."	"Armed conflicts and attacks"
20179	"One UNAMID peacekeeper is killed and three are wounded "	"Armed conflicts and attacks"
20179	" Sudan."	"Armed conflicts and attacks"
20179	"One UNAMID peacekeeper is killed and three are wounded during an ambush in Hashaba, Sudan. "	"Armed conflicts and attacks"
20180	"Turkish artillery retalitates syrian bomb turkish territory hatay provience"	"Armed conflicts and attacks"
20180	"A Syrian bomb on Turkish territory"	"Armed conflicts and attacks"
20180	"Syrian bomb Hatay Province"	"Armed conflicts and attacks"
20180	"Turkish artillery retaliates after a Syrian bomb landed on Turkish territory in Hatay Province."	"Armed conflicts and attacks"
20180	"Turkish artillery retaliates after a Syrian bomb landed on Turkish"	"Armed conflicts and attacks"
20180	"Bombing in Turkish territory in Hatay Province"	"Armed conflicts and attacks"
20180	"Syrian bomb landed on Turkish territory"	"Armed conflicts and attacks"
20180	"Turkish artillery retaliates after a Syrian bomb "	"Armed conflicts and attacks"
20180	"Syrian bomb landed on Turkish"	"Armed conflicts and attacks"
20180	" Syrian bomb landed on Turkish"	"Armed conflicts and attacks"
20180	"Turkish artillery retaliates after a Syrian bomb landed on Turkish territory in Hatay Province. "	"Armed conflicts and attacks"
20180	"Syrian bomb"	"Armed conflicts and attacks"
20180	"Syrian bomb landed on Turkish territory in Hatay Province. "	"Armed conflicts and attacks"
20180	"syria turkey bomb"	"Armed conflicts and attacks"
20180	" Syrian bomb landed on Turkish territory"	"Armed conflicts and attacks"
20181	"Two U.S. sailors are arrested over an alleged rape of a Japanese woman on Okinawa. "	"Law and crime"
20181	"Two U.S. sailorsarrested over an alleged rape"	"Law and crime"
20181	"Two U.S. sailors are arrested over an alleged rape of a Japanese woman"	"Law and crime"
20181	"Two U.S. sailors are arrested."	"Law and crime"
20181	"Two U.S. sailors are arrested."	"Law and crime"
20181	"Two U.S. sailors are arrested"	"Law and crime"
20181	"Two U.S. sailors are arrested over an alleged rape of a Japanese woman "	"Law and crime"
20181	"Two U.S. sailors are arrested over an alleged rape of a Japanese woman on Okinawa. "	"Law and crime"
20181	"us sailors rape okinawa"	"Law and crime"
20181	" rape of a Japanese woman on Okinawa."	"Law and crime"
20181	"rape of a Japanese woman on Okinawa"	"Law and crime"
20181	"U.S. sailors are arrested "	"Law and crime"
20181	"Two U.S. sailors are arrested."	"Law and crime"
20181	"U.S. sailors are arrested over an alleged rape"	"Law and crime"
20181	"okinawa us soldiers rape"	"Law and crime"
20181	"US sailors Okinawa rape arrest"	"Law and crime"
20181	"Okinawa us soldiers rape"	"Law and crime"
20181	" rape of a Japanese woman"	"Law and crime"
20181	"rape in Okinawa"	"Law and crime"
20181	"sailors arrested rape in okinawa"	"Law and crime"
20181	"rape of a Japanese woman on Okinawa."	"Law and crime"
20181	"2 US sailer rape of japnese woman okinawa"	"Law and crime"
20181	"okinawa us sailors rape"	"Law and crime"
20181	"Two U.S. sailors arrested"	"Law and crime"
20181	"U.S. sailors are arrested."	"Law and crime"
20182	"UK's Lancashire Police apologises"	"Law and crime"
20182	"The UK's Lancashire Police apologises."	"Law and crime"
20182	"Taser on a blind man"	"Law and crime"
20182	"cane mistaken for samurai sword"	"Law and crime"
20182	"UK's Lancashire Police apologises"	"Law and crime"
20182	"UK's Lancashire Police apologises"	"Law and crime"
20182	"Lancashire Police apologises after an officer used a Taser on a blind man"	"Law and crime"
20182	"Lancashire Police apologises after an officer used a Taser on a blind man"	"Law and crime"
20182	"UK's Lancashire Police apologises after an officer used a Taser on a blind man"	"Law and crime"
20182	" samurai sword. "	"Law and crime"
20182	"UK's Lancashire Police"	"Law and crime"
20182	"Lancashire Police apologises after an officer used a Taser on a blind man"	"Law and crime"
20182	"UK Police for tasering blind man"	"Law and crime"
20182	"Lancashire Police Taser blind man"	"Law and crime"
20182	"police taser blind man samurai"	"Law and crime"
20182	"UK taser police blind man"	"Law and crime"
20182	" UK's Lancashire Police apologises after an officer used a Taser on a blind man whose white cane was mistaken for a samurai sword"	"Law and crime"
20182	"Police use Taser on blind man "	"Law and crime"
20182	"UK's Lancashire Police apologises after an officer used a Taser on a blind man"	"Law and crime"
20182	"Lancashire Police Taser blind man"	"Law and crime"
20182	"Police use Taser on blind man after stick mistaken for sword"	"Law and crime"
20182	"Lancashire Police Taser Independent Police Complaints Commission"	"Law and crime"
20182	"officer used Taser on blind man"	"Law and crime"
20182	"UK's Lancashire Police apologises after an officer used a Taser on a blind man "	"Law and crime"
20182	"UK's Lancashire Police apologises after an officer used a Taser on a blind man"	"Law and crime"
20182	"blind man gets tased"	"Law and crime"
20182	"Independent Police Complaints "	"Law and crime"
20182	"The UK's Lancashire Police apologises after an officer used a Taser on a blind man."	"Law and crime"
20182	"The UK's Lancashire Police apologises after an officer used a Taser on a blind."	"Law and crime"
20182	"Samurai sword."	"Law and crime"
20182	"police use taser on blind man"	"Law and crime"
20182	"The UK's Lancashire Police apologises"	"Law and crime"
20182	"UK's Lancashire Police apologises after an officer used a Taser on a blind man"	"Law and crime"
20182	"The UK's Lancashire Police apologises after an officer used a Taser on a blind."	"Law and crime"
20182	"Lancashire Police apologizes for using Taser on blind man"	"Law and crime"
20182	"Lacashire police taser blind man"	"Law and crime"
20182	" UK's Lancashire Police"	"Law and crime"
20182	"blind man tasered"	"Law and crime"
20183	"FBI arrests Mohammed Nafis"	"Law and crime"
20183	"The FBI arrests Mohammed Nafis "	"Law and crime"
20183	"The FBI arrests Mohammed Nafis."	"Law and crime"
20183	"The FBI arrests Mohammed Nafis "	"Law and crime"
20183	"FBI arrests mohammad nafis 1000 lb car bomb against federal reserve bank of NY"	"Law and crime"
20183	" FBI arrests Mohammed Nafis for plotting to detonate"	"Law and crime"
20183	"FBI arrest Mohammad Nafis car bomb"	"Law and crime"
20183	"FBI arrests Mohammed Nafis"	"Law and crime"
20183	"Mohammed Nafis arrested FBI Federal Reserve Bank of New York car bomb"	"Law and crime"
20183	" FBI arrests Mohammed Nafis for plotting to detonate a 1,000 lb (454 kg) car bomb"	"Law and crime"
20183	"car bomb in New York"	"Law and crime"
20183	"FBI arrests Mohammed Nafis"	"Law and crime"
20183	"car bomb in front of the Federal Reserve Bank of New York."	"Law and crime"
20183	"FBI arrests Mohammed Nafis"	"Law and crime"
20183	"arrest of bomb plotter"	"Law and crime"
20183	"FBI arrests Mohammed Nafis for plotting to detonate a car bomb"	"Law and crime"
20183	"The FBI arrests Mohammed Nafis for plotting to detonate a 1,000 lb (454 kg) car bomb "	"Law and crime"
20183	"Fbi arrest mohammad nafis 1000 lb car bomb federal reserve bank of NY"	"Law and crime"
20183	"Mohammed Nafis car bomb Federal Reserve Bank"	"Law and crime"
20183	"FBI arrests Mohammed Nafis"	"Law and crime"
20183	"FBI arrests Mohammed Nafis for plotting to detonate a 1,000 lb"	"Law and crime"
20183	" car bomb in front of the Federal Reserve Bank of New York."	"Law and crime"
20183	"Nafis bomb arrest"	"Law and crime"
20183	"car bomb in front of the Federal Reserve Bank of New York."	"Law and crime"
20183	"FBI arrests Mohammed Nafis for plotting to detonate a 1,000 lb (454 kg) car bomb"	"Law and crime"
20183	"bomp blot by FBI"	"Law and crime"
20183	"The FBI arrests Mohammed Nafis."	"Law and crime"
20183	"Mohammed Nafis"	"Law and crime"
20183	"car bomber"	"Law and crime"
20183	"FBI arrests Mohammed Nafis for plotting to detonate a 1,000 lb car bomb"	"Law and crime"
20183	"Mohammed Nafis for plotting"	"Law and crime"
20183	"The FBI arrests Mohammed Nafis"	"Law and crime"
20183	"The FBI arrests Mohammed Nafis."	"Law and crime"
20183	"US Federal Reserve 'bomb plot' foiled by FBI"	"Law and crime"
20184	"Kate Lampard to head NHS inquiry into Jimmy Savile"	"Law and crime"
20184	"uk inquiry broadcaster jimmy savile"	"Law and crime"
20184	"Kate Lampard head NHS inguiry"	"Law and crime"
20184	"The UK's Department of Health appoints former barrister Kate Lampard to head."	"Law and crime"
20184	"uk department of health appoints Savile inquiry heads"	"Law and crime"
20184	"UK's Department of Health appoints former barrister Kate Lampard to head an NHS inquiry"	"Law and crime"
20184	"UK's Department of Health appoints former barrister Kate Lampard "	"Law and crime"
20184	"barrister Kate Lampard "	"Law and crime"
20184	"UK health department former barister kate lampard jimmy savily inquiry"	"Law and crime"
20184	"Kate Lampard Jimmy Savile hospital"	"Law and crime"
20184	"Kate Lampard heads Savile inquiry"	"Law and crime"
20184	"The UK's Department of Health"	"Law and crime"
20184	"Jimmy Savile at various hospitals"	"Law and crime"
20184	" former barrister Kate Lampard"	"Law and crime"
20184	"Jimmy Savile scandal"	"Law and crime"
20184	"The UK's Department of Health appoints former barrister Kate Lampard"	"Law and crime"
20184	"NHS inquiry Jimmy Savile"	"Law and crime"
20184	" Kate Lampard to head an NHS inquiry over  Jimmy Savile"	"Law and crime"
20184	"department of health inquiry jimmy savile"	"Law and crime"
20184	"UK's Department of Health appoints former barrister Kate Lampard."	"Law and crime"
20184	"UK's Department of Health appoints former barrister Kate Lampard to head an NHS inquiry "	"Law and crime"
20184	"The UK's Department of Health appoints former barrister Kate Lampard"	"Law and crime"
20184	" barrister Kate Lampard to head an NHS inquiry"	"Law and crime"
20185	"The body of former King Norodom Sihanouk is returned to Cambodia. "	"Politics and Elections"
20185	"body of former King Norodom Sihanouk is returned to Cambodia. "	"Politics and Elections"
20185	"King Sihanouk's body returns to Cambodia"	"Politics and Elections"
20185	" former King Norodom Sihanouk "	"Politics and Elections"
20185	"Norodom Shhanouk body returned to Cambodia"	"Politics and Elections"
20185	"The body of former King Norodom Sihanouk is returned to Cambodia. "	"Politics and Elections"
20185	"King Norodom body returned to cambodia"	"Politics and Elections"
20185	" former King Norodom Sihanouk"	"Politics and Elections"
20185	"body of former King Norodom Sihanouk is returned"	"Politics and Elections"
20185	"The body of former King Norodom Sihanouk is returned to Cambodia. "	"Politics and Elections"
20185	"The body of former King Norodom Sihanouk is returned"	"Politics and Elections"
20185	"THE DEAD BODY OF THE KING NORODOM FROM WHERE WAS BROUGHT TO CAMBODIA ?"	"Politics and Elections"
20185	"King Norodom Sihanouk."	"Politics and Elections"
20185	"body of former King Norodom Sihanouk is returned to Cambodia. "	"Politics and Elections"
20185	" King Norodom Sihanouk"	"Politics and Elections"
20185	"body of former King Norodom Sihanouk "	"Politics and Elections"
20185	"The body of former King Norodom Sihanouk is returned to Cambodia."	"Politics and Elections"
20185	"King Norodom Sihanouk Cambodia"	"Politics and Elections"
20185	"King Norodom Sihanouk's body returns to Cambodia "	"Politics and Elections"
20185	"Body of Sihanouk returns to Cambodia "	"Politics and Elections"
20185	"The body of former King Norodom Sihanouk "	"Politics and Elections"
20185	"King Norodom Sihanouk"	"Politics and Elections"
20185	"King Norodom Sihanouk returned to combodia"	"Politics and Elections"
20185	"King Norodom Sihanouk of Cambodia"	"Politics and Elections"
20185	" King Norodom Sihanouk in Cambodia."	"Politics and Elections"
20185	"Norodom sihanouk body returned to cambodia"	"Politics and Elections"
20186	"northern mariana island"	"Politics and Elections"
20186	"Fitial impeachment defeated"	"Politics and Elections"
20186	"Impeachment resolution defeated"	"Politics and Elections"
20186	"Benigno Fitial is defeated in the Northern Mariana Islands House of Representatives with 9 votes"	"Politics and Elections"
20186	"Impeachment against Northern Mariana Islands Governor Benigno Fitial is defeated."	"Politics and Elections"
20186	"Impeachment against Northern Mariana Islands Governor Benigno Fitial is defeated."	"Politics and Elections"
20186	"impeachment against Northern Mariana Islands Governor Benigno Fitial"	"Politics and Elections"
20187	"discovery of alpha centauri"	"Science and Technology"
20187	"Scientists discover planet in Alpha Centauri"	"Science and Technology"
20187	"the nearest star system to our Solar System."	"Science and Technology"
20187	"Alpha Centauri planet discovered"	"Science and Technology"
20187	"Alpha Centauri Bb, an exoplanet, is discovered orbiting around Alpha Centauri,"	"Science and Technology"
20187	"Alpha Centauri"	"Science and Technology"
20187	"Info on Alpha Centauri"	"Science and Technology"
20187	"Alpha Centauri, Bb the nearest star system to our Solar System."	"Science and Technology"
20187	"Exoplanet discovered near alpha centauri"	"Science and Technology"
20187	"Alpha Centauri Bb, an exoplanet, is discovered orbiting around Alpha Centauri,"	"Science and Technology"
20187	"Alpha Centauri Bb"	"Science and Technology"
20187	"Alpha Centauri Bb"	"Science and Technology"
20187	"Alpha Centauri Bb, an exoplanet, is discovered"	"Science and Technology"
20187	"Alpha Centauri, Bb the nearest star system to our Solar System. "	"Science and Technology"
20187	"Alpha Centauri Bb"	"Science and Technology"
20188	"Lance Nike and Livestrong"	"Sport"
20188	"Trek revoke their endorsement contracts with U.S. cyclist Lance Armstrong "	"Sport"
20188	"nike and trek revoke lance armstrong endorsement"	"Sport"
20188	"revoke endorsement contracts with Lance Armstrong"	"Sport"
20188	"Nike Parts With Lance Armstrong "	"Sport"
20188	"Nike Parts With Lance Armstrong"	"Sport"
20188	"Lance Armstrong out at Nike and Livestrong"	"Sport"
20188	"Trek revoke their endorsement contracts with U.S. cyclist Lance Armstrong"	"Sport"
20188	"Trek revoke their endorsement contracts with U.S. cyclist Lance Armstrong"	"Sport"
20188	"U.S. cyclist Lance Armstrong in the wake of growing allegations of doping"	"Sport"
20188	"Lance Armstrong  continue to support livestrong"	"Sport"
20188	"U.S. cyclist Lance Armstrong"	"Sport"
20189	"Armstron dropped frs healthy energy fitness giro radio shack"	"Sport"
20189	"FRS Healthy Energy Radio Shack."	"Sport"
20189	"Armstrong is also dropped by FRS Healthy Energy."	"Sport"
20189	"Armstrong is dropped by FRS Healthy Energy, 24 Hour Fitness"	"Sport"
20189	" dropped by FRS Healthy Energy"	"Sport"
20189	"FRS Healthy Energy dropped Armstrong"	"Sport"
20189	"dropped by FRS Healthy Energy"	"Sport"
20189	"Armstrong is also dropped by FRS Healthy Energy."	"Sport"
20189	"Armstrong is also dropped by FRS Healthy Energy,"	"Sport"
20189	"Armstrong is also dropped by FRS Healthy Energy"	"Sport"
20189	"Armstrong FRS healthy energy and radio shack"	"Sport"
20189	"sponsors drop Armstrong "	"Sport"
20189	" 24 Hour Fitness"	"Sport"
20189	"Armstrong dropped"	"Sport"
20189	"24 hour fitness"	"Sport"
20189	"Armstrong loses more sponsors "	"Sport"
20189	"Armstrong dropped by sponsers"	"Sport"
20189	"Armstrong is also dropped by FRS Healthy Energy, 24 Hour Fitness, Giro and Radio Shack. "	"Sport"
20189	"Giro FRS Armstrong"	"Sport"
20189	"shamed lance armstrong"	"Sport"
20189	" FRS Healthy Energy"	"Sport"
20189	"Armstrong is also dropped by FRS Healthy Energy."	"Sport"
20190	"Armstrong's contract"	"Sport"
20190	"Anheuse busch contract with armstrong support livestrong "	"Sport"
20190	"Anheuser-Busch will allow Armstrong's contract to expire"	"Sport"
20190	"Anheuser-Busch contact with Armstrong expires end of year"	"Sport"
20190	"Lance Armstrong steps down from Livestrong as Nike ends contract "	"Sport"
20190	"Anheuser-Busch states it will allow Armstrong's contract with them to expire at the end of the year"	"Sport"
20191	"UEFA ban the Serbian who racially abused Danny Rose for 1 game"	"Sport"
20191	"Danny Rose subjected to racial abuse "	"Sport"
20191	" FA files a complaint with UEF over Danny Rose racial abuse"	"Sport"
20191	"UEFA charge on England and Serbia"	"Sport"
20191	"Racial abuse Danny rose"	"Sport"
20191	"Danny Rose subjected  racial abuse "	"Sport"
20191	"UEFA charges both England and Serbia"	"Sport"
20191	"danny rose UEFA red card abuse"	"Sport"
20191	"midfielder Danny Rose was subjected to racial abuse"	"Sport"
20191	"UEFA over allegations that midfielder Danny Rose"	"Sport"
20191	"U-21 euro 2013 play-off qualifying match"	"Sport"
20191	" allegations that midfielder Danny Rose was subjected to racial abuse "	"Sport"
20191	"complaint with UEFA over allegations that midfielder Danny Rose was subjected to racial abuse "	"Sport"
20191	"Racial abuse Danny Rose"	"Sport"
20191	"Danny Rose subjected racial abuse "	"Sport"
20191	"Danny Rose subjected to racial abuse "	"Sport"
20191	"UEFA charge England and Serbia"	"Sport"
20191	"The FA files a complaint with UEFA over allegations "	"Sport"
20191	"mention of UEFA and Danny Rose"	"Sport"
20191	"The FA files a complaint with UEFA "	"Sport"
20191	"FA files a complaint with UEFA"	"Sport"
20191	"UEFA Complaints"	"Sport"
20191	"Racial complaint Danny Rose"	"Sport"
20191	"FA files a complaint with UEFA over allegations "	"Sport"
20191	"danny rose racism"	"Sport"
20191	"The FA files a complaint with UEFA."	"Sport"
20191	"The FA files a complaint with UEFA."	"Sport"
20191	"FA files a complaint with UEFA over allegations"	"Sport"
20191	"Danny Rose subjected to racial abuse"	"Sport"
20191	"UEFA charge England and Serbia"	"Sport"
20191	"U-21 Euro 2013 play-off qualifying match"	"Sport"
20191	"Danny Rose Racial Abuse Serbian Football Association"	"Sport"
20191	"he FA files a complaint with UEFA "	"Sport"
20192	"An Armenian plane destined for the Syrian "	"Armed conflicts and attacks"
20192	"Armenian plane destined for aleppo searched by turkish authorities east of country"	"Armed conflicts and attacks"
20192	"armenian plane grounded searched aleppo"	"Armed conflicts and attacks"
20192	"american plane grounded and searched in turkey"	"Armed conflicts and attacks"
20192	" Syrian city of Aleppo "	"Armed conflicts and attacks"
20192	"Armenian plane aleppo searched by turkish authorities east of country"	"Armed conflicts and attacks"
20192	"Armenian plane destined for the Syrian city of Aleppo is searched by Turkish authorities "	"Armed conflicts and attacks"
20192	"Armenian plane destined for the Syrian city"	"Armed conflicts and attacks"
20192	"Armenian plane searched by Turkish  east of the country "	"Armed conflicts and attacks"
20192	"what announces Turkey’s Foreign Ministry"	"Armed conflicts and attacks"
20192	"Syrian city of Aleppo"	"Armed conflicts and attacks"
20192	"An Armenian plane destined for the Syrian city of Aleppo."	"Armed conflicts and attacks"
20192	"Armenian plane destined for the Syrian city of Aleppo is searched by Turkish authorities"	"Armed conflicts and attacks"
20193	"Malala Yousafzai shot in the head"	"Armed conflicts and attacks"
20193	"Malala yousafzai in UK for medical treatment"	"Armed conflicts and attacks"
20193	"teen acitivist shot by taliban u k medical"	"Armed conflicts and attacks"
20193	"teenage activist Malala Yousafzai"	"Armed conflicts and attacks"
20193	"celebrated teenage activist Malala Yousafzai"	"Armed conflicts and attacks"
20193	"Malala yousafzai shot talibani gunman sent to UK"	"Armed conflicts and attacks"
20193	"Malala Yousafzai is sent to the UK "	"Armed conflicts and attacks"
20193	"Malala Yousafzai is sent to the UK"	"Armed conflicts and attacks"
20193	"UK for further treatment after being shot in the head by a Taliban gunman."	"Armed conflicts and attacks"
20193	"Malala treatment UK Taliban"	"Armed conflicts and attacks"
20193	"teenage girl shot Taliban to UK"	"Armed conflicts and attacks"
20193	"Shot Pakistani girl can recover, UK doctors say"	"Armed conflicts and attacks"
20193	"taliban gunman's attack on malala yousafzai"	"Armed conflicts and attacks"
20193	"celebrated teenage activist Malala Yousafzai"	"Armed conflicts and attacks"
20193	"UK activist girl shot Taliban education Yousafzai"	"Armed conflicts and attacks"
20193	"Malala Yousafzai is sent to the UK for further treatment"	"Armed conflicts and attacks"
20193	"Yousafzai in uk for gunshot to head"	"Armed conflicts and attacks"
20193	"Malala Yousafzai is sent to the UK"	"Armed conflicts and attacks"
20193	"Yousafzai sent to UK for treatment"	"Armed conflicts and attacks"
20193	"pakistani schoolgirl taliban attack"	"Armed conflicts and attacks"
20193	"Malala Yousafzai current condition"	"Armed conflicts and attacks"
20193	"Malala Yousafzai."	"Armed conflicts and attacks"
20193	"Malala Yousafzai is sent to the UK for further treatment "	"Armed conflicts and attacks"
20193	"Malala Yousafzai sent to the UK for further treatment"	"Armed conflicts and attacks"
20193	"Malala Yousafzai is sent to the UK "	"Armed conflicts and attacks"
20193	"Malala Yousafzai."	"Armed conflicts and attacks"
20193	"Taiban shoots Malala Yousafzai"	"Armed conflicts and attacks"
20193	"Malala Yousafzai is sent to the UK "	"Armed conflicts and attacks"
20193	"Shot teenage activist to UK for treatment"	"Armed conflicts and attacks"
20193	"Malala Yousafzai being shot in the head by a Taliban gunman"	"Armed conflicts and attacks"
20193	"Malala Yousafzai."	"Armed conflicts and attacks"
20193	"teenage activist Malala Yousafzai is sent to the UK for further treatment"	"Armed conflicts and attacks"
20193	" celebrated teenage activist Malala Yousafzai "	"Armed conflicts and attacks"
20194	"5 aid workers abducted in south-eastern #Niger "	"Armed conflicts and attacks"
20194	"Kidnap in Niger"	"Armed conflicts and attacks"
20194	"Gunmen kidnap five aid workers."	"Armed conflicts and attacks"
20194	"Nigerian aid workers kidnapped"	"Armed conflicts and attacks"
20194	"kidnapping in southeastern niger"	"Armed conflicts and attacks"
20194	"Gunmen kidnap five aid workers "	"Armed conflicts and attacks"
20194	"kidnap in southeastern Niger."	"Armed conflicts and attacks"
20195	"Philipines signs truce with Muslim rebels"	"Armed conflicts and attacks"
20195	"Philipine government and moro islamic liberation peace pact"	"Armed conflicts and attacks"
20195	"Philippines to sign peace plan"	"Armed conflicts and attacks"
20195	"The Philippine government and the largest rebel group."	"Armed conflicts and attacks"
20195	"Philipine government islamic rebel pact"	"Armed conflicts and attacks"
20195	"the Moro Islamic Liberation Front"	"Armed conflicts and attacks"
20195	"Philippine government "	"Armed conflicts and attacks"
20195	"Moro Islamic Liberation Front, sign a peace pact."	"Armed conflicts and attacks"
20195	"The Philippine governmen  & he Moro Islamic Liberation Front, sign a peace pact.  Related Article: http://www.aljazeera.com/video/asia-pacific/2012/10/2012101524117145978.html"	"Armed conflicts and attacks"
20195	" largest rebel group, the Moro Islamic Liberation Front, sign a peace pact."	"Armed conflicts and attacks"
20195	"Philippines Moro Islamic Liberation Front peace pact"	"Armed conflicts and attacks"
20195	"The Philippine government and the largest rebel group, the Moro Islamic Liberation Front, sign a peace pact. "	"Armed conflicts and attacks"
20195	"largest rebel group,"	"Armed conflicts and attacks"
20195	"Philippine government and the largest rebel group, the Moro Islamic Liberation Front"	"Armed conflicts and attacks"
20195	"The Philippine government and the largest rebel group, the Moro Islamic Liberation Front, sign a peace pact"	"Armed conflicts and attacks"
20195	"Philippine government and the Moro Islamic Liberation Front sign a peace pact"	"Armed conflicts and attacks"
20195	"Philippine government and the largest rebel group, the Moro Islamic Liberation Front, sign a peace pact. "	"Armed conflicts and attacks"
20195	"mention of phillipines and moro islamic liberation front"	"Armed conflicts and attacks"
20195	"Philippine government rebel group peace"	"Armed conflicts and attacks"
20195	"Philippines to sign peace plan"	"Armed conflicts and attacks"
20195	"philippines rebels"	"Armed conflicts and attacks"
20195	"The Philippine government and the largest rebel group, the Moro Islamic Liberation Front, sign a peace pact. "	"Armed conflicts and attacks"
20195	"Philippine government and Moro Islamic Liberation Front sign peace pact"	"Armed conflicts and attacks"
20195	"Moro Islamic Liberation Front"	"Armed conflicts and attacks"
20195	"moro rebels peace treaty"	"Armed conflicts and attacks"
20195	"The Philippine government and Moro Islamic Liberation Front, sign a peace pact. "	"Armed conflicts and attacks"
20195	"oro Islamic Liberation"	"Armed conflicts and attacks"
20195	"the Moro Islamic Liberation Front"	"Armed conflicts and attacks"
20195	"The Philippine government and the largest rebel group."	"Armed conflicts and attacks"
20195	"The Philippine government and the largest rebel group."	"Armed conflicts and attacks"
20195	"Philippine government and the largest rebel group, the Moro Islamic Liberation Front, sign a peace pact"	"Armed conflicts and attacks"
20196	"Lieutenant General Sir John Kiszely resigns"	"Arts and culture"
20196	"General Sir John Kiszely resigns "	"Arts and culture"
20196	"Sir John Kiszely resigns as president of the Royal British Legion "	"Arts and culture"
20196	"lieutenant general Sir John Kiszely"	"Arts and culture"
20196	"sir John kiszely"	"Arts and culture"
20196	"Sir John Kiszely resigns"	"Arts and culture"
20196	"sir john kiszely resignation"	"Arts and culture"
20196	"Royal British legion"	"Arts and culture"
20196	"Kiszely resigns as president "	"Arts and culture"
20197	"Portugal 2013 Budget Protest"	"Business and economics"
20197	"portugal 2013 budget riots"	"Business and economics"
20197	"Mr Gaspar said the budget was the only way for the country to meet its targets under the bailout."	"Business and economics"
20197	"Portuguese government announces details of its draft budget for 2013."	"Business and economics"
20197	"Portuguese government announces details of its draft budget for 2013"	"Business and economics"
20197	"Portuguese government announces details of its draft budget for 2013"	"Business and economics"
20197	"Portuguese government announces details of its draft budget for 2013"	"Business and economics"
20197	"draft budget for 2013 in Portuguese"	"Business and economics"
20197	"The Portuguese government announces details of budget"	"Business and economics"
20197	"Portegese governmen draft budget protest against austerity"	"Business and economics"
20197	"protest portuguese draft budget 2013"	"Business and economics"
20197	"Portuguese government announces details of its draft budget for 2013"	"Business and economics"
20197	"Portugal budget austerity protests"	"Business and economics"
20197	"Portuguese draft budget protests"	"Business and economics"
20197	"2013 draft budget portguese government"	"Business and economics"
20197	"The Portuguese government announces details of its draft budget for 2013, as protests continue against austerity. "	"Business and economics"
20197	" 2013 portugal budget"	"Business and economics"
20197	"The Portuguese government announces details of its draft budget for 2013."	"Business and economics"
20197	"Portuguese government budget for 2013."	"Business and economics"
20197	"Portuguese 2013 budget protests"	"Business and economics"
20197	"portuguese draft budget for 2013"	"Business and economics"
20197	"Portuguese government budget for 2013"	"Business and economics"
20198	"Dorchester college bus crashes"	"Disasters and accidents"
20198	"bus accident near the english costal town poole"	"Disasters and accidents"
20198	"injuries after a bus carrying 56 college students crashes"	"Disasters and accidents"
20198	"bus crash college poole"	"Disasters and accidents"
20198	"bus crashing in  Poole"	"Disasters and accidents"
20198	"Seven people are treated in hospital."	"Disasters and accidents"
